Scenario_ID,Split,Mean_Arrive_time,Std_Arrive_time,Mean_Duration_of_stay,Std_Duration_of_stay,Station_0_Count,Station_1_Count,Station_2_Count,Station_3_Count,Station_4_Count,Station_5_Count,Station_6_Count,Station_7_Count,Station_8_Count
train_day_0231,train,51.98546511627907,16.552499927607137,5.796511627906977,2.421893727356545,45,66,53,63,37,14,29,26,11
train_day_0232,train,57.00581395348837,13.811857516583709,5.625,2.227356995644504,88,57,49,27,39,23,32,0,29
train_day_0233,train,56.48837209302326,13.880297384762827,5.744186046511628,2.171089355287458,20,63,50,51,37,40,46,12,25
train_day_0234,train,55.67151162790697,14.685845979499641,6.005813953488372,2.2567652633268684,22,55,64,62,48,17,24,31,21
train_day_0235,train,55.125,13.844823669583533,5.5436046511627906,2.1548659985266543,25,58,49,66,29,35,40,19,23
train_day_0236,train,57.68313953488372,15.027732329946858,5.563953488372093,2.0996906079228577,54,50,39,27,56,28,45,25,20
train_day_0237,train,54.43604651162791,13.636326423323037,5.665697674418604,2.208963789852227,87,56,61,32,19,38,29,1,21
train_day_0238,train,55.80813953488372,13.543570645918864,5.686046511627907,2.347743240522282,78,44,84,33,11,29,10,31,24
train_day_0239,train,56.651162790697676,13.597851610286078,5.648255813953488,2.4366621717444508,47,56,63,31,18,79,11,14,25
train_day_0240,train,53.718023255813954,12.428124549320088,5.674418604651163,2.41575189539799,73,43,60,38,8,53,40,17,12
train_day_0241,train,54.80813953488372,13.04145193725349,5.84593023255814,2.527082552606987,70,28,63,43,32,24,43,24,17
train_day_0242,train,54.55523255813954,10.888567529886263,5.773255813953488,2.413813176457178,70,69,36,44,2,54,22,29,18
train_day_0243,train,51.13662790697674,13.088759877872944,5.502906976744186,2.2059625153781854,48,54,50,41,32,38,32,36,13
train_day_0244,train,52.72674418604651,11.698776763908631,5.700581395348837,2.2542981451209436,80,43,69,41,28,38,15,30,0
train_day_0245,train,55.19186046511628,14.97239098766482,5.875,2.331299293387453,59,46,43,58,34,21,33,39,11
train_day_0246,train,53.96220930232558,11.865832902405984,6.212209302325581,2.653162177023464,69,56,63,29,22,34,20,22,29
train_day_0247,train,54.11046511627907,12.520657619531304,5.508720930232558,2.22301246296375,72,65,64,26,16,33,25,26,17
train_day_0248,train,57.450581395348834,13.955198235837223,5.523255813953488,2.1726457142561233,53,58,46,51,38,14,47,13,24
train_day_0249,train,53.531976744186046,15.496965968602284,5.590116279069767,2.205441470432265,95,33,53,19,21,61,43,0,19
train_day_0250,train,54.0843023255814,12.931230812540772,5.52906976744186,2.340063916791032,84,35,53,32,13,46,29,26,26
train_day_0251,train,54.77906976744186,11.05788276424066,5.880813953488372,2.454299367231175,62,75,39,28,41,27,10,11,51
train_day_0252,train,57.36337209302326,12.510179400351884,5.616279069767442,2.283248423623792,53,41,58,29,34,53,27,24,25
train_day_0253,train,55.31686046511628,13.450864739352038,5.6773255813953485,2.4131321557207555,56,54,55,42,53,28,23,23,10
train_day_0254,train,53.741279069767444,13.190241926701374,5.898255813953488,2.5320268064364386,54,59,65,40,52,24,23,5,22
train_day_0255,train,56.98546511627907,13.336752782580431,5.505813953488372,2.1349720683954057,54,53,43,57,47,14,31,29,16
train_day_0256,train,54.866279069767444,15.159984893417,5.723837209302325,2.3910957245992606,43,65,39,38,34,21,44,29,31
train_day_0257,train,56.031976744186046,13.234539933646092,5.462209302325581,2.2396458924647877,101,32,56,28,8,45,26,28,20
train_day_0258,train,56.69476744186046,14.26360535547077,5.3895348837209305,1.9823364808230037,41,34,46,38,75,39,24,15,32
train_day_0259,train,56.92151162790697,13.591943665226912,5.784883720930233,2.400388410520868,25,58,62,38,60,46,35,0,20
train_day_0260,train,54.54651162790697,11.757636782745973,5.694767441860465,2.3948531181566475,89,65,65,33,20,38,12,22,0
train_day_0261,train,56.031976744186046,15.011492521411368,5.613372093023256,2.353608367999841,48,47,46,30,31,30,48,30,34
train_day_0262,train,55.52906976744186,16.254490372638642,5.828488372093023,2.2052268867302103,28,58,61,42,48,8,34,44,21
train_day_0263,train,56.325581395348834,12.742705948680507,5.5145348837209305,2.2605870594680244,70,38,46,12,50,36,44,27,21
train_day_0264,train,55.14825581395349,14.331766528992018,5.520348837209302,2.1307941240868002,53,22,51,49,58,35,44,18,14
train_day_0265,train,52.85755813953488,14.909223416212086,5.863372093023256,2.5061427372929734,93,49,48,22,26,51,39,4,12
train_day_0266,train,52.61918604651163,12.732159585458104,6.0523255813953485,2.556943430729402,57,47,61,46,65,19,26,9,14
train_day_0267,train,52.895348837209305,11.417580354759163,6.008720930232558,2.5075315836595755,41,67,52,35,23,33,35,27,31
train_day_0268,train,56.73837209302326,13.64675332889425,6.049418604651163,2.5035787662311795,49,63,55,54,60,14,7,30,12
train_day_0269,train,57.29360465116279,14.939154299776694,5.726744186046512,2.2595494724126204,54,65,43,30,50,23,44,21,14
train_day_0270,train,53.31686046511628,14.731360138787917,5.752906976744186,2.488343226848436,82,72,37,41,16,51,23,7,15
train_day_0271,train,52.86046511627907,10.502671632093131,5.703488372093023,2.4050309515205344,65,64,51,49,26,31,1,22,35
train_day_0272,train,54.93023255813954,13.345838736243731,5.601744186046512,2.367683929576153,59,63,66,45,43,26,35,2,5
train_day_0273,train,53.26453488372093,11.44487893572642,5.921511627906977,2.5063180710198387,80,59,68,22,22,36,25,22,10
train_day_0274,train,55.17732558139535,13.18784049924519,5.837209302325581,2.4213702881780814,53,30,54,64,35,30,34,32,12
train_day_0275,train,54.97093023255814,14.136760313378847,6.875,2.7267116450678897,42,33,90,15,68,18,29,40,9
train_day_0276,train,55.950581395348834,12.844119082709279,5.622093023255814,2.2131163528713698,52,44,46,25,63,52,39,15,8
train_day_0277,train,55.468023255813954,14.921270935313807,6.046511627906977,2.4311781847787013,55,51,54,53,38,20,39,25,9
train_day_0278,train,57.27906976744186,13.424553314461042,5.863372093023256,2.4781478034946556,54,61,48,31,56,27,36,18,13
train_day_0279,train,55.156976744186046,16.116718466106498,5.642441860465116,2.297002817650473,34,68,38,48,42,20,47,39,8
train_day_0280,train,52.73546511627907,12.327758350424359,5.72093023255814,2.4796903538438944,62,25,69,31,30,34,51,25,17
train_day_0281,train,56.14825581395349,14.969294051480032,6.171511627906977,2.689817585862214,45,64,61,56,25,14,27,41,11
train_day_0282,train,56.44186046511628,15.535484252422716,5.872093023255814,2.2402061347631372,41,55,62,54,40,14,24,40,14
train_day_0283,train,54.133720930232556,11.669360701338098,5.811046511627907,2.4116468989631397,58,64,49,42,21,44,21,17,28
train_day_0284,train,54.031976744186046,12.618582672020736,5.741279069767442,2.338985715632744,49,49,61,37,53,36,25,15,19
train_day_0285,train,53.38662790697674,12.854912472494718,5.962209302325581,2.630605156817772,59,30,69,39,39,28,47,20,13
train_day_0286,train,58.7093023255814,13.3635361904419,5.744186046511628,2.284610019703775,49,50,35,63,36,21,55,9,26
train_day_0287,train,55.901162790697676,13.662314439992226,5.744186046511628,2.292231808317194,42,43,49,72,36,13,44,31,14
train_day_0288,train,55.7093023255814,14.690699699224176,5.700581395348837,2.2951920701160575,65,70,57,38,37,16,22,27,12
train_day_0289,train,57.80523255813954,13.703457230283012,5.622093023255814,2.1518462145054786,20,55,54,74,39,23,38,17,24
train_day_0290,train,54.42151162790697,11.217962238515002,5.7354651162790695,2.3899786692522595,58,61,51,42,29,37,26,18,22
train_day_0291,train,55.53779069767442,12.808689447072302,5.953488372093023,2.578565387801348,56,37,52,33,43,45,33,26,19
train_day_0292,train,58.26162790697674,14.561662540883512,5.8226744186046515,2.1486766746386694,32,47,60,53,42,6,35,47,22
train_day_0293,train,58.008720930232556,13.459129977800547,6.125,2.5595381351166226,58,29,48,32,53,40,32,24,28
train_day_0294,train,57.96511627906977,13.992479437198849,5.468023255813954,2.279616613914697,50,43,37,67,35,22,57,6,27
train_day_0295,train,54.69767441860465,13.545633268259657,5.65406976744186,2.311393860104299,40,70,35,52,55,19,36,20,17
train_day_0296,train,54.497093023255815,13.706643811405549,5.627906976744186,2.280078087340416,85,72,62,21,21,37,22,17,7
train_day_0297,train,53.83720930232558,10.827785602292641,5.688953488372093,2.395318850004213,95,39,65,48,23,47,7,20,0
train_day_0298,train,57.31976744186046,13.132024762561231,5.726744186046512,2.4721200965504333,46,54,79,35,13,66,18,14,19
train_day_0299,train,57.31395348837209,13.333391923433556,5.674418604651163,2.365900489685846,50,54,58,26,30,55,23,25,23
train_day_0300,train,56.11337209302326,14.632571433911524,5.72093023255814,2.293322778682828,46,61,52,28,56,34,40,0,27
train_day_0301,train,53.61918604651163,12.390815401507034,5.648255813953488,2.1569512786060216,64,44,63,35,54,32,28,8,16
train_day_0302,train,57.69767441860465,14.197174438370883,5.680232558139535,2.4747712963368005,57,64,48,53,39,24,35,0,24
train_day_0303,train,56.92151162790697,12.813837090067713,5.741279069767442,2.1874203222760165,25,70,41,60,32,36,49,10,21
train_day_0304,train,55.20639534883721,11.729552462049794,5.9563953488372094,2.4815282298066252,66,39,36,32,64,38,44,9,16
train_day_0305,train,52.38081395348837,14.1500588966739,5.392441860465116,1.8156461057991218,54,42,70,21,36,37,44,25,15
train_day_0306,train,55.07267441860465,12.71366038123347,6.055232558139535,2.4015199773748845,55,51,37,38,58,39,10,33,23
train_day_0307,train,55.93604651162791,14.659764686003642,5.438953488372093,2.1025441560331677,51,76,37,54,31,26,23,27,19
train_day_0308,train,56.29651162790697,13.470872519473685,5.799418604651163,2.448991180366792,81,54,67,17,11,37,31,26,20
train_day_0309,train,52.991279069767444,12.759512392858728,5.773255813953488,2.477992643090448,103,33,60,37,10,44,21,25,11
train_day_0310,train,56.27325581395349,15.037386929873994,5.848837209302325,2.4412513082932232,66,53,45,53,31,20,39,26,11
train_day_0311,train,56.383720930232556,13.329603881700697,5.523255813953488,2.2592278171773774,57,64,59,33,12,48,23,14,34
train_day_0312,train,55.74418604651163,14.476071713156731,6.258720930232558,2.851954571098291,48,63,55,62,23,12,33,36,12
train_day_0313,train,56.68604651162791,12.937247135294939,5.651162790697675,2.293912276360786,54,51,51,19,7,91,24,14,33
train_day_0314,train,56.299418604651166,13.41902501004149,6.119186046511628,2.6764006179404976,50,37,51,48,44,29,45,31,9
train_day_0315,train,53.68313953488372,12.707860391297823,5.930232558139535,2.5633403791547242,62,36,59,37,48,42,21,17,22
train_day_0316,train,54.60174418604651,13.389778181452924,5.520348837209302,2.2643968074452885,63,55,62,29,11,50,31,20,23
train_day_0317,train,56.54360465116279,13.98414238233009,5.869186046511628,2.352085524428035,33,46,58,60,55,16,31,27,18
train_day_0318,train,56.73837209302326,13.694385784002204,5.4273255813953485,2.1648507786904747,52,48,51,17,6,108,22,18,22
train_day_0319,train,55.19767441860465,13.195594549769394,5.465116279069767,2.1045226737086007,45,32,47,50,46,27,57,32,8
train_day_0320,train,55.91860465116279,13.519981006831875,6.537790697674419,2.6553526026809755,42,40,84,27,60,30,35,22,4
train_day_0321,train,56.43023255813954,14.0814001497889,5.686046511627907,2.2862665204406576,39,21,41,53,61,27,61,19,22
train_day_0322,train,54.299418604651166,14.136189731575326,5.508720930232558,2.3051849022904802,41,65,49,42,46,33,24,17,27
train_day_0323,train,56.77325581395349,14.113566987852707,5.566860465116279,2.2763075780378057,70,77,51,32,36,24,35,0,19
train_day_0324,train,58.08139534883721,13.025212685206416,5.930232558139535,2.5610712587564484,63,54,39,37,67,29,32,13,10
train_day_0325,train,57.002906976744185,12.307234246787544,5.959302325581396,2.295996409677159,35,52,47,58,47,33,23,20,29
train_day_0326,train,54.31686046511628,11.554026556928301,5.915697674418604,2.474612509341602,78,54,31,56,13,55,9,26,22
train_day_0327,train,54.104651162790695,11.301398421153971,5.796511627906977,2.388049105218433,56,70,29,52,35,26,11,17,48
train_day_0328,train,54.19186046511628,12.2554374749113,5.598837209302325,2.2546073853048743,90,28,59,33,17,72,22,12,11
train_day_0329,train,57.854651162790695,13.990105780945102,5.252906976744186,1.9432329608628716,57,29,52,28,37,55,28,27,31
train_day_0330,train,55.38953488372093,16.65307799658703,5.686046511627907,2.2230903898756793,35,61,49,46,36,9,38,50,20
train_day_0331,train,56.122093023255815,15.55138445315887,5.406976744186046,2.077721845971354,67,84,46,25,25,23,24,28,22
train_day_0332,train,56.354651162790695,13.439867428893024,5.723837209302325,2.3641979163032603,76,50,83,43,14,24,11,25,18
train_day_0333,train,56.049418604651166,13.903755545414002,5.648255813953488,2.305478153432509,42,61,75,29,16,58,22,14,27
train_day_0334,train,57.354651162790695,13.903188165215285,5.997093023255814,2.3421051782029942,41,51,71,29,64,23,45,0,20
train_day_0335,train,56.354651162790695,14.973691323620132,5.459302325581396,2.1656879194411176,54,55,62,43,32,18,44,32,4
train_day_0336,train,56.81104651162791,13.191866550676592,5.540697674418604,2.2743707490090705,57,37,43,28,52,47,24,15,41
train_day_0337,train,55.08720930232558,14.045956933064222,5.444767441860465,1.934201491839201,55,43,53,25,30,69,27,25,17
train_day_0338,train,54.825581395348834,11.972052592042461,5.462209302325581,2.240943479234309,64,59,36,41,21,50,22,27,24
train_day_0339,train,57.625,12.411620703533124,5.6104651162790695,2.1334832894723,53,52,61,17,6,87,34,15,19
train_day_0340,train,56.40406976744186,13.603269346938811,6.0145348837209305,2.5121375855599797,47,51,40,42,69,29,40,20,6
train_day_0341,train,54.502906976744185,12.602140494291369,5.6395348837209305,2.2277989486845238,60,60,50,48,67,18,27,5,9
train_day_0342,train,56.116279069767444,12.825681544655268,5.75,2.3168367569035877,67,57,68,23,16,47,13,16,37
train_day_0343,train,54.031976744186046,13.738277059282169,5.77906976744186,2.5479182692465647,92,40,51,38,15,35,24,33,16
train_day_0344,train,57.72674418604651,13.285364603784476,5.880813953488372,2.418505071183475,54,78,68,20,40,38,24,0,22
train_day_0345,train,54.6656976744186,14.873551838101491,5.863372093023256,2.4510192993391198,43,49,50,56,51,17,42,34,2
train_day_0346,train,55.718023255813954,14.932955619512933,5.718023255813954,2.336296174163853,76,42,35,35,11,77,23,29,16
train_day_0347,train,54.70348837209303,14.696914307324565,5.540697674418604,2.3927155880596067,56,87,35,79,22,12,12,33,8
train_day_0348,train,52.575581395348834,14.56900529753675,5.406976744186046,1.9640839451625316,44,40,56,34,32,45,61,14,18
train_day_0349,train,54.48255813953488,12.355901441524463,5.598837209302325,2.300555756214719,63,63,40,32,52,29,33,18,14
train_day_0350,train,55.08720930232558,14.23079935743391,5.534883720930233,2.14013515340767,94,60,39,24,15,55,33,2,22
train_day_0351,train,55.008720930232556,13.846015067437328,5.578488372093023,2.287402821644986,43,78,37,46,47,16,38,24,15
train_day_0352,train,57.13953488372093,13.783131576776615,5.9563953488372094,2.5036867758580095,58,59,60,28,47,19,41,0,32
train_day_0353,train,54.88662790697674,15.173663161717666,5.997093023255814,2.511020531103986,72,41,42,32,19,56,26,22,34
train_day_0354,train,53.72674418604651,13.166456008291682,5.883720930232558,2.615555455486409,40,47,61,56,51,38,37,5,9
train_day_0355,train,56.52325581395349,14.573571767100825,5.819767441860465,2.320801774419623,46,59,43,37,55,20,39,30,15
train_day_0356,train,55.17151162790697,16.634833235856274,5.784883720930233,2.362547769511415,45,54,55,60,32,15,43,32,8
train_day_0357,train,55.325581395348834,15.623619463078832,5.694767441860465,2.470141803077722,55,68,39,31,41,28,34,21,27
train_day_0358,train,57.13953488372093,12.64719179299433,5.593023255813954,2.1721166773275056,69,55,39,28,40,49,28,21,15
train_day_0359,train,53.491279069767444,11.741148798485034,5.584302325581396,2.451598453737211,53,73,29,62,18,35,18,29,27
train_day_0360,train,52.81395348837209,14.092725839213363,5.665697674418604,2.286560349997489,44,52,41,32,44,42,35,37,17
train_day_0361,train,55.31976744186046,14.779663272806475,5.944767441860465,2.3784097808097737,49,51,49,35,69,25,25,25,16
train_day_0362,train,52.700581395348834,12.066212663220902,5.813953488372093,2.417290564300302,104,57,62,22,26,41,8,22,2
train_day_0363,train,55.89825581395349,12.637780079187486,5.8604651162790695,2.473876492459944,84,55,72,21,23,31,32,16,10
train_day_0364,train,53.97674418604651,11.512356096301383,5.744186046511628,2.392750905468276,104,44,66,33,28,28,17,23,1
train_day_0365,train,56.85755813953488,15.033685079200419,5.593023255813954,2.3045854542060784,55,54,36,52,35,16,40,33,23
train_day_0366,train,53.29360465116279,12.54820309685727,5.723837209302325,2.496954269637708,82,34,58,24,31,45,25,28,17
train_day_0367,train,55.18023255813954,13.95016312122218,5.662790697674419,1.9977339785906911,47,66,26,45,66,27,19,28,20
train_day_0368,train,54.85174418604651,16.508581185909602,5.808139534883721,2.3841392145769307,41,73,40,67,46,10,34,26,7
train_day_0369,train,55.01744186046512,14.099510892559731,5.569767441860465,2.0883992850563056,39,14,66,50,57,32,45,22,19
train_day_0370,train,53.73546511627907,12.523341848833187,5.578488372093023,2.132173810185637,47,56,67,38,27,43,28,30,8
train_day_0371,train,57.83720930232558,14.016693091997922,5.7936046511627906,2.512958236722857,31,60,35,50,61,10,74,5,18
train_day_0372,train,53.31395348837209,11.415525564108442,5.9186046511627906,2.452882102984397,71,67,39,40,30,12,16,25,44
train_day_0373,train,52.93313953488372,12.74406635860874,5.718023255813954,2.235839325137489,58,50,40,31,40,44,23,42,16
train_day_0374,train,54.47674418604651,13.4280829851282,5.959302325581396,2.4252968126663337,61,42,53,28,26,64,27,18,25
train_day_0375,train,56.60755813953488,15.047987228154893,5.901162790697675,2.4188212671333114,53,55,56,44,37,14,47,32,6
train_day_0376,train,54.54651162790697,15.278733492458912,5.171511627906977,1.9175450738717743,56,91,40,39,22,20,27,25,24
train_day_0377,train,53.43313953488372,14.867873728717504,5.694767441860465,2.1424221386867988,79,62,46,33,11,64,27,5,17
train_day_0378,train,56.93604651162791,14.46633954111291,6.226744186046512,2.7609791159560166,39,61,64,61,37,11,35,26,10
train_day_0379,train,57.17732558139535,13.111128676550562,5.979651162790698,2.4981723308434254,58,38,51,43,39,27,28,44,16
train_day_0380,train,53.424418604651166,13.08625620283225,5.625,2.250726626855694,71,70,37,43,25,45,26,4,23
train_day_0381,train,57.377906976744185,15.00337869826126,5.505813953488372,2.251606901704936,50,55,37,39,34,38,37,25,29
train_day_0382,train,56.19767441860465,11.477804432541582,5.593023255813954,2.226311513007005,84,45,69,30,18,16,26,36,20
train_day_0383,train,56.401162790697676,13.150364697268802,5.642441860465116,2.3631253625607624,84,38,74,36,9,36,12,36,19
train_day_0384,train,55.622093023255815,14.554715540211117,5.991279069767442,2.338364214828356,22,60,45,62,56,27,25,32,15
train_day_0385,train,56.60755813953488,15.156741184688846,5.875,2.3916187230156627,78,57,54,49,25,16,34,23,8
train_day_0386,train,55.6656976744186,14.170120384899796,5.450581395348837,2.082010351520836,57,49,52,14,15,84,28,19,26
train_day_0387,train,51.75581395348837,13.776822503428289,5.863372093023256,2.4127679320864908,51,64,36,40,39,32,25,40,17
train_day_0388,train,53.77325581395349,11.599708541031744,5.709302325581396,2.284254898973178,98,57,59,34,17,39,10,30,0
train_day_0389,train,54.98255813953488,14.219612167710771,6.587209302325581,2.7073241106142922,47,31,73,19,66,38,35,25,10
train_day_0390,train,55.01162790697674,12.810328487379628,6.1976744186046515,2.7250763481596403,57,88,28,47,48,20,11,31,14
train_day_0391,train,55.05813953488372,13.892950070267604,5.997093023255814,2.2957221928394365,79,55,47,25,51,26,16,29,16
train_day_0392,train,57.55813953488372,14.280092380623266,6.770348837209302,2.6908855409681904,51,22,75,23,64,28,34,36,11
train_day_0393,train,50.825581395348834,13.52447553938665,5.683139534883721,2.2941167229828454,59,51,41,45,35,37,37,24,15
train_day_0394,train,54.76453488372093,14.442339979587533,5.494186046511628,2.172762396237328,57,13,35,52,60,41,49,18,19
train_day_0395,train,55.52906976744186,11.457924710415545,5.648255813953488,2.3342987054332034,86,50,34,40,3,54,20,27,30
train_day_0396,train,56.06976744186046,13.278143168095013,5.468023255813954,2.1832130789953546,68,35,49,29,7,81,31,10,34
train_day_0397,train,55.23837209302326,15.2887378264742,6.008720930232558,2.6648955197947988,55,73,32,70,32,12,21,42,7
train_day_0398,train,56.008720930232556,14.562712603219929,5.558139534883721,2.1719921793233152,50,62,64,30,47,22,34,19,16
train_day_0399,train,53.19476744186046,11.826009787923239,5.662790697674419,2.2981816124132566,77,15,65,24,39,32,41,33,18
train_day_0400,train,56.276162790697676,12.573361992221997,5.549418604651163,2.0736160162647472,22,68,48,64,26,28,43,11,34
train_day_0401,train,52.98255813953488,16.33834619068343,5.784883720930233,2.555250747349077,32,65,56,65,36,16,28,33,13
train_day_0402,train,57.39244186046512,14.84885285961915,5.598837209302325,2.4067731067661273,71,25,49,36,46,40,29,17,31
train_day_0403,train,55.93313953488372,12.805960436510034,5.523255813953488,2.2437341393417345,71,60,56,42,16,46,17,6,30
train_day_0404,train,55.48255813953488,13.024562590168793,5.534883720930233,2.256503131357902,77,48,84,34,13,23,19,31,15
train_day_0405,train,56.22674418604651,14.050605585050498,5.563953488372093,2.251997190645201,55,48,73,33,19,53,15,15,33
train_day_0406,train,54.47674418604651,12.514388689959906,5.808139534883721,2.252477453428654,59,43,37,33,66,46,18,29,13
train_day_0407,train,54.8343023255814,12.517610296558454,6.063953488372093,2.629546463268491,56,75,38,35,50,31,18,34,7
train_day_0408,train,53.55813953488372,14.643321083436742,5.659883720930233,2.43114863951372,83,64,44,37,20,45,26,6,19
train_day_0409,train,53.45348837209303,12.001363272120367,6.061046511627907,2.5402103598433086,74,59,50,40,16,59,3,31,12
train_day_0410,train,57.52325581395349,13.972753173950387,5.755813953488372,2.338684019300359,54,49,64,40,33,21,36,44,3
train_day_0411,train,57.55232558139535,13.453306213717255,6.011627906976744,2.5619949805086333,64,71,58,27,45,32,23,0,24
train_day_0412,train,55.604651162790695,15.095455245349811,5.52906976744186,2.323858373334862,46,51,46,45,30,21,44,26,35
train_day_0413,train,57.55232558139535,13.610129835036656,5.555232558139535,2.1933770430305537,61,36,33,36,53,40,23,22,40
train_day_0414,train,55.34011627906977,15.367513907831983,6.008720930232558,2.4190221436403574,45,37,54,54,50,39,27,27,11
train_day_0415,train,57.02325581395349,13.212684835508119,6.453488372093023,2.7115471287182418,41,24,74,29,72,30,35,23,16
train_day_0416,train,53.151162790697676,13.312668771163374,6.005813953488372,2.572206303489726,54,18,63,36,54,20,46,40,13
train_day_0417,train,52.98837209302326,11.296474224644538,6.005813953488372,2.5846080468969315,66,72,60,58,26,26,6,12,18
train_day_0418,train,54.16279069767442,14.553118793942799,5.415697674418604,2.078093961602893,92,61,47,31,13,48,25,3,24
train_day_0419,train,53.627906976744185,14.562253300936948,5.744186046511628,2.4420542558760867,86,44,40,37,24,60,41,3,9
train_day_0420,train,55.270348837209305,12.803281006424696,5.421511627906977,2.186029116086156,60,66,47,26,24,54,25,7,35
train_day_0421,train,54.92151162790697,13.688273798234976,5.880813953488372,2.5174468956391993,65,53,48,32,20,72,19,14,21
train_day_0422,train,53.95348837209303,15.206070526421874,5.209302325581396,1.929672095712465,60,80,35,42,26,26,29,27,19
train_day_0423,train,56.03488372093023,13.445149271762197,6.0,2.536936442173494,50,40,66,42,31,25,33,39,18
train_day_0424,train,56.23837209302326,12.750792666692869,6.011627906976744,2.609215270280139,60,24,81,31,54,30,21,22,21
train_day_0425,train,55.09593023255814,14.187678315888492,6.430232558139535,2.5948997277504775,49,29,80,25,70,28,38,18,7
train_day_0426,train,53.83720930232558,11.574189875830356,5.441860465116279,2.2994167671177204,55,72,26,54,18,38,32,30,19
train_day_0427,train,56.502906976744185,13.950701938352134,5.651162790697675,2.208690245690003,44,51,36,46,36,42,41,26,22
train_day_0428,train,55.83139534883721,12.584853960844852,5.656976744186046,2.3036392188495918,55,63,60,41,15,55,11,9,35
train_day_0429,train,55.38953488372093,14.436287684486212,5.619186046511628,2.254912835481508,48,55,50,37,53,22,32,27,20
train_day_0430,train,54.104651162790695,13.08805515227569,5.880813953488372,2.5598154526123964,88,42,55,24,12,56,27,25,15
train_day_0431,train,54.06104651162791,16.344200844042355,5.738372093023256,2.3848196560283843,30,66,51,59,40,12,42,32,12
train_day_0432,train,55.127906976744185,13.815264991379802,5.875,2.2935862291829525,32,47,66,46,41,25,24,38,25
train_day_0433,train,55.44767441860465,12.259673226270225,5.398255813953488,1.8835571813697225,51,47,78,39,17,48,24,33,7
train_day_0434,train,54.372093023255815,12.059490628708364,5.709302325581396,2.2893396990041586,76,57,62,34,17,52,17,29,0
train_day_0435,train,57.729651162790695,15.33178200383753,5.941860465116279,2.2892806383218143,37,69,49,33,43,9,41,49,14
train_day_0436,train,55.60174418604651,14.67263302030391,5.973837209302325,2.2955749488074253,34,58,51,51,41,35,28,28,18
train_day_0437,train,55.25,14.954242223032109,6.494186046511628,2.6125748971644187,57,30,84,15,67,32,27,26,6
train_day_0438,train,54.281976744186046,12.64263369674835,5.6395348837209305,2.188302892907814,63,54,43,45,59,22,32,6,20
train_day_0439,train,58.34011627906977,13.56243169475339,5.930232558139535,2.5001892843432114,52,62,59,45,40,30,34,0,22
train_day_0440,train,57.0406976744186,11.163873191215021,5.7063953488372094,2.3497562529654985,58,35,38,31,53,45,34,21,29
train_day_0441,train,55.29360465116279,13.565018486584297,5.921511627906977,2.3120518509524604,56,44,60,62,26,30,26,24,16
train_day_0442,train,56.81395348837209,13.795231420723795,5.625,2.2520178290425634,49,27,46,42,70,45,26,10,29
train_day_0443,train,57.54360465116279,12.280555855610489,5.642441860465116,2.2932030184501975,37,58,46,50,35,38,36,10,34
train_day_0444,train,55.598837209302324,13.596194698364124,6.558139534883721,2.77176231053664,42,39,74,27,61,36,19,26,20
train_day_0445,train,56.47674418604651,15.012379964228629,5.866279069767442,2.553980498601417,38,62,37,59,34,12,63,2,37
train_day_0446,train,54.075581395348834,12.899886749516506,5.526162790697675,2.3623528223404984,67,36,59,26,13,55,35,27,26
train_day_0447,train,58.627906976744185,14.066533358846192,5.6104651162790695,2.336392024178218,55,55,34,47,46,26,60,6,15
train_day_0448,train,57.16860465116279,12.529061673768497,5.488372093023256,2.3451790532450483,80,36,16,44,55,23,49,24,17
train_day_0449,train,55.20348837209303,12.215096908433551,5.7645348837209305,2.503443747644499,73,38,41,26,60,37,30,16,23
train_day_0450,train,55.0,12.863098472980038,5.747093023255814,2.3121249494878837,37,50,44,40,69,29,16,29,30
train_day_0451,train,50.7906976744186,14.126394789393666,5.476744186046512,1.9587415524879597,47,57,45,35,34,46,38,19,23
train_day_0452,train,55.866279069767444,14.298707946712382,6.020348837209302,2.5144105359763507,39,80,31,69,52,16,11,29,17
train_day_0453,train,54.33720930232558,13.635291474968746,5.840116279069767,2.5082459330970286,60,71,35,67,37,14,16,27,17
train_day_0454,train,56.95348837209303,14.868342345746882,5.72093023255814,2.2958565447784998,53,59,68,27,44,24,28,25,16
train_day_0455,train,52.93023255813954,12.110000381843193,5.430232558139535,2.1146812265924995,83,69,78,31,23,21,15,18,6
train_day_0456,train,55.31104651162791,13.089108514162112,5.950581395348837,2.4329137735278064,61,57,66,30,49,32,25,0,24
train_day_0457,train,54.758720930232556,12.237353918315842,5.915697674418604,2.6084362421821767,56,39,54,22,58,27,59,16,13
train_day_0458,train,56.20639534883721,14.071076421427495,5.421511627906977,2.18469891355492,79,37,67,39,4,38,10,49,21
train_day_0459,train,55.151162790697676,13.742454540126836,5.941860465116279,2.430927907643072,50,36,52,48,43,20,38,37,20
train_day_0460,train,54.25581395348837,13.213529048625695,6.101744186046512,2.5571598943470266,43,36,68,48,37,19,42,36,15
train_day_0461,train,52.55232558139535,11.68395069717417,5.921511627906977,2.4806699289458924,97,51,71,26,15,37,21,21,5
train_day_0462,train,52.604651162790695,11.830959651425637,5.561046511627907,2.3788787319013305,65,56,35,70,20,34,13,32,19
train_day_0463,train,50.70348837209303,13.182722551801344,5.549418604651163,2.2652325999214495,50,68,45,27,28,34,35,38,19
