Scenario_ID,Split,File,Scenario_Seed,Anchor_Date,Anchor_Day_Type,Anchor_Season,Source_Dates,Source_Pool_Size,Sessions
train_day_0152,train,train/train_day_0152.csv,310152,2019-01-11,weekday,winter,2019-01-11|2019-01-10|2019-01-08|2019-01-14|2019-01-07|2019-01-15|2019-01-16,132,344
train_day_0153,train,train/train_day_0153.csv,310153,2019-06-21,weekday,summer,2019-06-21|2019-06-20|2019-06-24|2019-06-25|2019-06-27|2019-06-28|2019-06-13,164,344
train_day_0154,train,train/train_day_0154.csv,310154,2019-03-31,weekend,spring,2019-03-31|2019-04-06|2019-03-24|2019-04-07|2019-03-17|2019-04-20|2019-03-10,141,344
train_day_0155,train,train/train_day_0155.csv,310155,2019-03-14,weekday,spring,2019-03-14|2019-03-15|2019-03-12|2019-03-11|2019-03-18|2019-03-19|2019-03-08,163,344
train_day_0156,train,train/train_day_0156.csv,310156,2018-10-17,weekday,autumn,2018-10-17|2018-10-16|2018-10-19|2018-10-12|2018-10-23|2018-10-10|2018-10-25,119,344
train_day_0157,train,train/train_day_0157.csv,310157,2019-02-15,weekday,winter,2019-02-15|2019-02-13|2019-02-12|2019-02-18|2019-02-11|2019-02-19|2019-02-21,130,344
train_day_0158,train,train/train_day_0158.csv,310158,2019-05-30,weekday,spring,2019-05-30|2019-05-29|2019-05-31|2019-05-28|2019-05-27|2019-05-22|2019-05-21,148,344
train_day_0159,train,train/train_day_0159.csv,310159,2019-05-19,weekend,spring,2019-05-19|2019-05-12|2019-05-26|2019-05-11|2019-05-05|2019-05-04|2019-04-28,132,344
train_day_0160,train,train/train_day_0160.csv,310160,2018-12-10,weekday,winter,2018-12-10|2018-12-12|2018-12-07|2018-12-13|2018-12-06|2018-12-14|2018-12-05,157,344
train_day_0161,train,train/train_day_0161.csv,310161,2019-02-12,weekday,winter,2019-02-12|2019-02-11|2019-02-13|2019-02-15|2019-02-07|2019-02-06|2019-02-18,139,344
train_day_0162,train,train/train_day_0162.csv,310162,2019-05-13,weekday,spring,2019-05-13|2019-05-16|2019-05-09|2019-05-17|2019-05-08|2019-05-07|2019-05-06,167,344
train_day_0163,train,train/train_day_0163.csv,310163,2018-09-16,weekend,autumn,2018-09-16|2018-09-22|2018-09-09|2018-09-23|2018-09-29|2018-09-02|2018-09-01,106,344
train_day_0164,train,train/train_day_0164.csv,310164,2018-10-19,weekday,autumn,2018-10-19|2018-10-17|2018-10-16|2018-10-23|2018-10-25|2018-10-12|2018-10-26,129,344
train_day_0165,train,train/train_day_0165.csv,310165,2019-02-19,weekday,winter,2019-02-19|2019-02-18|2019-02-21|2019-02-22|2019-02-15|2019-02-13|2019-02-25,124,344
train_day_0166,train,train/train_day_0166.csv,310166,2019-04-06,weekend,spring,2019-04-06|2019-04-07|2019-03-31|2019-03-24|2019-04-20|2019-04-21|2019-03-17,141,344
train_day_0167,train,train/train_day_0167.csv,310167,2019-06-03,weekday,summer,2019-06-03|2019-06-05|2019-06-06|2019-06-07|2019-06-10|2019-06-11|2019-06-12,138,344
train_day_0168,train,train/train_day_0168.csv,310168,2019-07-27,weekend,summer,2019-07-27|2019-07-28|2019-07-21|2019-07-20|2019-08-03|2019-07-14|2019-07-07,154,344
train_day_0169,train,train/train_day_0169.csv,310169,2019-07-31,weekday,summer,2019-07-31|2019-07-30|2019-08-01|2019-07-29|2019-08-02|2019-07-26|2019-08-05,173,344
train_day_0170,train,train/train_day_0170.csv,310170,2019-07-03,weekday,summer,2019-07-03|2019-07-02|2019-07-04|2019-07-05|2019-06-28|2019-07-08|2019-06-27,150,344
train_day_0171,train,train/train_day_0171.csv,310171,2018-12-25,weekday,winter,2018-12-25|2018-12-24|2018-12-28|2018-12-21|2018-12-20|2018-12-19|2018-12-18,122,344
train_day_0172,train,train/train_day_0172.csv,310172,2019-04-05,weekday,spring,2019-04-05|2019-04-04|2019-04-02|2019-04-08|2019-04-01|2019-04-11|2019-03-28,128,344
train_day_0173,train,train/train_day_0173.csv,310173,2019-03-09,weekend,spring,2019-03-09|2019-03-10|2019-03-03|2019-03-02|2019-03-17|2019-03-24|2019-03-31,120,344
train_day_0174,train,train/train_day_0174.csv,310174,2018-12-15,weekend,winter,2018-12-15|2018-12-16|2018-12-09|2018-12-22|2018-12-01|2018-12-29|2018-12-30,110,344
train_day_0175,train,train/train_day_0175.csv,310175,2018-12-19,weekday,winter,2018-12-19|2018-12-18|2018-12-20|2018-12-21|2018-12-14|2018-12-24|2018-12-13,142,344
train_day_0176,train,train/train_day_0176.csv,310176,2019-07-15,weekday,summer,2019-07-15|2019-07-16|2019-07-17|2019-07-11|2019-07-19|2019-07-10|2019-07-08,145,344
train_day_0177,train,train/train_day_0177.csv,310177,2018-09-20,weekday,autumn,2018-09-20|2018-09-19|2018-09-21|2018-09-18|2018-09-24|2018-09-25|2018-09-13,120,344
train_day_0178,train,train/train_day_0178.csv,310178,2019-05-07,weekday,spring,2019-05-07|2019-05-06|2019-05-08|2019-05-09|2019-05-03|2019-05-01|2019-05-13,159,344
train_day_0179,train,train/train_day_0179.csv,310179,2018-12-07,weekday,winter,2018-12-07|2018-12-06|2018-12-05|2018-12-04|2018-12-10|2018-12-12|2018-12-13,160,344
train_day_0180,train,train/train_day_0180.csv,310180,2019-04-22,weekday,spring,2019-04-22|2019-04-23|2019-04-19|2019-04-25|2019-04-18|2019-04-26|2019-04-15,145,344
train_day_0181,train,train/train_day_0181.csv,310181,2019-08-21,weekday,summer,2019-08-21|2019-08-20|2019-08-22|2019-08-16|2019-08-26|2019-08-15|2019-08-14,153,344
train_day_0182,train,train/train_day_0182.csv,310182,2019-07-28,weekend,summer,2019-07-28|2019-07-27|2019-08-03|2019-07-21|2019-07-20|2019-07-14|2019-08-17,157,344
train_day_0183,train,train/train_day_0183.csv,310183,2019-01-21,weekday,winter,2019-01-21|2019-01-24|2019-01-17|2019-01-25|2019-01-16|2019-01-15|2019-01-14,165,344
train_day_0184,train,train/train_day_0184.csv,310184,2019-06-27,weekday,summer,2019-06-27|2019-06-28|2019-06-25|2019-06-24|2019-07-02|2019-06-21|2019-07-03,155,344
train_day_0185,train,train/train_day_0185.csv,310185,2019-07-20,weekend,summer,2019-07-20|2019-07-21|2019-07-14|2019-07-27|2019-07-28|2019-07-07|2019-08-03,154,344
train_day_0186,train,train/train_day_0186.csv,310186,2019-02-26,weekday,winter,2019-02-26|2019-02-25|2019-02-27|2019-02-22|2019-02-21|2019-02-19|2019-02-18,127,344
train_day_0187,train,train/train_day_0187.csv,310187,2019-01-26,weekend,winter,2019-01-26|2019-01-27|2019-01-20|2019-02-02|2019-01-13|2019-01-12|2019-02-09,128,344
train_day_0188,train,train/train_day_0188.csv,310188,2019-02-09,weekend,winter,2019-02-09|2019-02-10|2019-02-02|2019-02-17|2019-01-27|2019-01-26|2019-02-23,143,344
train_day_0189,train,train/train_day_0189.csv,310189,2018-12-22,weekend,winter,2018-12-22|2018-12-16|2018-12-15|2018-12-29|2018-12-30|2018-12-09|2019-01-05,115,344
train_day_0190,train,train/train_day_0190.csv,310190,2019-07-29,weekday,summer,2019-07-29|2019-07-30|2019-07-31|2019-07-26|2019-08-01|2019-08-02|2019-07-22,172,344
train_day_0191,train,train/train_day_0191.csv,310191,2018-12-05,weekday,winter,2018-12-05|2018-12-04|2018-12-06|2018-12-07|2018-12-10|2018-12-12|2018-12-13,160,344
train_day_0192,train,train/train_day_0192.csv,310192,2018-10-08,weekday,autumn,2018-10-08|2018-10-10|2018-10-05|2018-10-04|2018-10-12|2018-10-03|2018-10-02,115,344
train_day_0193,train,train/train_day_0193.csv,310193,2019-01-17,weekday,winter,2019-01-17|2019-01-16|2019-01-15|2019-01-14|2019-01-21|2019-01-11|2019-01-10,158,344
train_day_0194,train,train/train_day_0194.csv,310194,2019-01-07,weekday,winter,2019-01-07|2019-01-08|2019-01-10|2019-01-03|2019-01-11|2019-01-02|2019-01-01,115,344
train_day_0195,train,train/train_day_0195.csv,310195,2019-03-11,weekday,spring,2019-03-11|2019-03-12|2019-03-08|2019-03-14|2019-03-15|2019-03-06|2019-03-05,161,344
train_day_0196,train,train/train_day_0196.csv,310196,2019-05-21,weekday,spring,2019-05-21|2019-05-22|2019-05-17|2019-05-16|2019-05-27|2019-05-28|2019-05-13,153,344
train_day_0197,train,train/train_day_0197.csv,310197,2019-06-13,weekday,summer,2019-06-13|2019-06-12|2019-06-11|2019-06-10|2019-06-07|2019-06-06|2019-06-20,154,344
train_day_0198,train,train/train_day_0198.csv,310198,2019-07-21,weekend,summer,2019-07-21|2019-07-20|2019-07-27|2019-07-14|2019-07-28|2019-08-03|2019-07-07,154,344
train_day_0199,train,train/train_day_0199.csv,310199,2019-02-02,weekend,winter,2019-02-02|2019-01-27|2019-01-26|2019-02-09|2019-02-10|2019-01-20|2019-02-17,139,344
train_day_0200,train,train/train_day_0200.csv,310200,2018-12-29,weekend,winter,2018-12-29|2018-12-30|2018-12-22|2019-01-05|2018-12-16|2018-12-15|2019-01-12,119,344
train_day_0201,train,train/train_day_0201.csv,310201,2019-03-12,weekday,spring,2019-03-12|2019-03-11|2019-03-14|2019-03-15|2019-03-08|2019-03-06|2019-03-18,151,344
train_day_0202,train,train/train_day_0202.csv,310202,2019-02-23,weekend,winter,2019-02-23|2019-02-24|2019-02-17|2019-02-10|2019-02-09|2019-02-02|2019-01-27,145,344
train_day_0203,train,train/train_day_0203.csv,310203,2018-10-23,weekday,autumn,2018-10-23|2018-10-25|2018-10-26|2018-10-19|2018-10-17|2018-10-29|2018-10-16,138,344
train_day_0204,train,train/train_day_0204.csv,310204,2019-08-31,weekend,summer,2019-08-31|2019-08-25|2019-08-24|2019-08-18|2019-08-17|2019-08-03|2019-07-28,178,344
train_day_0205,train,train/train_day_0205.csv,310205,2019-07-05,weekday,summer,2019-07-05|2019-07-04|2019-07-03|2019-07-02|2019-07-08|2019-07-10|2019-07-11,144,344
train_day_0206,train,train/train_day_0206.csv,310206,2019-04-15,weekday,spring,2019-04-15|2019-04-18|2019-04-11|2019-04-19|2019-04-08|2019-04-22|2019-04-23,140,344
train_day_0207,train,train/train_day_0207.csv,310207,2018-12-01,weekend,winter,2018-12-01|2018-12-09|2018-12-15|2018-12-16|2018-12-22|2018-12-29|2018-12-30,110,344
train_day_0208,train,train/train_day_0208.csv,310208,2019-08-20,weekday,summer,2019-08-20|2019-08-21|2019-08-22|2019-08-16|2019-08-15|2019-08-14|2019-08-26,153,344
train_day_0209,train,train/train_day_0209.csv,310209,2019-01-27,weekend,winter,2019-01-27|2019-01-26|2019-02-02|2019-01-20|2019-02-09|2019-01-13|2019-02-10,136,344
train_day_0210,train,train/train_day_0210.csv,310210,2018-11-30,weekday,autumn,2018-11-30|2018-11-29|2018-11-28|2018-11-27|2018-11-26|2018-11-23|2018-11-22,140,344
train_day_0211,train,train/train_day_0211.csv,310211,2019-04-29,weekday,spring,2019-04-29|2019-04-30|2019-05-01|2019-04-26|2019-04-25|2019-05-03|2019-04-23,142,344
train_day_0212,train,train/train_day_0212.csv,310212,2018-09-18,weekday,autumn,2018-09-18|2018-09-19|2018-09-20|2018-09-21|2018-09-13|2018-09-12|2018-09-24,122,344
train_day_0213,train,train/train_day_0213.csv,310213,2019-04-11,weekday,spring,2019-04-11|2019-04-08|2019-04-15|2019-04-05|2019-04-04|2019-04-18|2019-04-19,131,344
train_day_0214,train,train/train_day_0214.csv,310214,2019-03-28,weekday,spring,2019-03-28|2019-03-27|2019-03-25|2019-04-01|2019-04-02|2019-03-22|2019-04-04,130,344
train_day_0215,train,train/train_day_0215.csv,310215,2019-01-24,weekday,winter,2019-01-24|2019-01-25|2019-01-21|2019-01-28|2019-01-29|2019-01-17|2019-01-16,160,344
train_day_0216,train,train/train_day_0216.csv,310216,2019-03-02,weekend,spring,2019-03-02|2019-03-03|2019-03-09|2019-03-10|2019-03-17|2019-03-24|2019-03-31,120,344
train_day_0217,train,train/train_day_0217.csv,310217,2019-03-05,weekday,spring,2019-03-05|2019-03-04|2019-03-06|2019-03-08|2019-03-11|2019-03-12|2019-03-14,165,344
train_day_0218,train,train/train_day_0218.csv,310218,2018-10-29,weekday,autumn,2018-10-29|2018-10-30|2018-10-26|2018-10-25|2018-11-02|2018-10-23|2018-11-05,143,344
train_day_0219,train,train/train_day_0219.csv,310219,2019-08-18,weekend,summer,2019-08-18|2019-08-17|2019-08-24|2019-08-25|2019-08-31|2019-08-03|2019-07-28,178,344
train_day_0220,train,train/train_day_0220.csv,310220,2019-02-21,weekday,winter,2019-02-21|2019-02-22|2019-02-19|2019-02-18|2019-02-25|2019-02-26|2019-02-15,122,344
train_day_0221,train,train/train_day_0221.csv,310221,2019-05-04,weekend,spring,2019-05-04|2019-05-05|2019-04-28|2019-04-27|2019-05-11|2019-05-12|2019-04-21,129,344
train_day_0222,train,train/train_day_0222.csv,310222,2018-10-16,weekday,autumn,2018-10-16|2018-10-17|2018-10-19|2018-10-12|2018-10-10|2018-10-23|2018-10-08,113,344
train_day_0223,train,train/train_day_0223.csv,310223,2019-07-17,weekday,summer,2019-07-17|2019-07-16|2019-07-15|2019-07-19|2019-07-22|2019-07-11|2019-07-10,149,344
train_day_0224,train,train/train_day_0224.csv,310224,2018-09-03,weekday,autumn,2018-09-03|2018-09-07|2018-09-10|2018-09-11|2018-09-12|2018-09-13|2018-09-18,109,344
train_day_0225,train,train/train_day_0225.csv,310225,2018-09-21,weekday,autumn,2018-09-21|2018-09-20|2018-09-19|2018-09-18|2018-09-24|2018-09-25|2018-09-27,121,344
train_day_0226,train,train/train_day_0226.csv,310226,2019-04-30,weekday,spring,2019-04-30|2019-04-29|2019-05-01|2019-05-03|2019-04-26|2019-04-25|2019-05-06,149,344
train_day_0227,train,train/train_day_0227.csv,310227,2018-09-19,weekday,autumn,2018-09-19|2018-09-18|2018-09-20|2018-09-21|2018-09-24|2018-09-13|2018-09-25,120,344
train_day_0228,train,train/train_day_0228.csv,310228,2019-08-03,weekend,summer,2019-08-03|2019-07-28|2019-07-27|2019-07-21|2019-07-20|2019-08-17|2019-08-18,160,344
train_day_0229,train,train/train_day_0229.csv,310229,2018-12-16,weekend,winter,2018-12-16|2018-12-15|2018-12-22|2018-12-09|2018-12-29|2018-12-30|2018-12-01,110,344
train_day_0230,train,train/train_day_0230.csv,310230,2019-05-01,weekday,spring,2019-05-01|2019-04-30|2019-04-29|2019-05-03|2019-04-26|2019-05-06|2019-04-25,149,344
train_day_0231,train,train/train_day_0231.csv,310231,2019-01-16,weekday,winter,2019-01-16|2019-01-15|2019-01-17|2019-01-14|2019-01-11|2019-01-21|2019-01-10,158,344
train_day_0232,train,train/train_day_0232.csv,310232,2019-05-09,weekday,spring,2019-05-09|2019-05-08|2019-05-07|2019-05-06|2019-05-13|2019-05-03|2019-05-16,155,344
train_day_0233,train,train/train_day_0233.csv,310233,2019-04-23,weekday,spring,2019-04-23|2019-04-22|2019-04-25|2019-04-26|2019-04-19|2019-04-18|2019-04-29,151,344
train_day_0234,train,train/train_day_0234.csv,310234,2019-02-07,weekday,winter,2019-02-07|2019-02-06|2019-02-04|2019-02-11|2019-02-12|2019-02-13|2019-02-15,143,344
train_day_0235,train,train/train_day_0235.csv,310235,2019-04-19,weekday,spring,2019-04-19|2019-04-18|2019-04-22|2019-04-15|2019-04-23|2019-04-25|2019-04-26,145,344
train_day_0236,train,train/train_day_0236.csv,310236,2019-08-22,weekday,summer,2019-08-22|2019-08-21|2019-08-20|2019-08-26|2019-08-16|2019-08-15|2019-08-14,153,344
train_day_0237,train,train/train_day_0237.csv,310237,2019-05-12,weekend,spring,2019-05-12|2019-05-11|2019-05-05|2019-05-19|2019-05-04|2019-04-28|2019-05-26,132,344
train_day_0238,train,train/train_day_0238.csv,310238,2019-02-10,weekend,winter,2019-02-10|2019-02-09|2019-02-17|2019-02-02|2019-02-23|2019-01-27|2019-02-24,145,344
train_day_0239,train,train/train_day_0239.csv,310239,2019-07-07,weekend,summer,2019-07-07|2019-06-30|2019-07-14|2019-06-29|2019-07-20|2019-07-21|2019-06-22,134,344
train_day_0240,train,train/train_day_0240.csv,310240,2019-04-07,weekend,spring,2019-04-07|2019-04-06|2019-03-31|2019-04-20|2019-03-24|2019-04-21|2019-04-27,134,344
train_day_0241,train,train/train_day_0241.csv,310241,2018-12-20,weekday,winter,2018-12-20|2018-12-19|2018-12-21|2018-12-18|2018-12-24|2018-12-25|2018-12-14,119,344
train_day_0242,train,train/train_day_0242.csv,310242,2018-10-28,weekend,autumn,2018-10-28|2018-10-27|2018-10-21|2018-11-04|2018-11-10|2018-11-11|2018-10-13,131,344
train_day_0243,train,train/train_day_0243.csv,310243,2018-10-26,weekday,autumn,2018-10-26|2018-10-25|2018-10-23|2018-10-29|2018-10-30|2018-10-19|2018-11-02,155,344
train_day_0244,train,train/train_day_0244.csv,310244,2018-12-09,weekend,winter,2018-12-09|2018-12-15|2018-12-16|2018-12-01|2018-12-22|2018-12-29|2018-12-30,110,344
train_day_0245,train,train/train_day_0245.csv,310245,2018-12-06,weekday,winter,2018-12-06|2018-12-05|2018-12-07|2018-12-04|2018-12-10|2018-12-12|2018-12-13,160,344
train_day_0246,train,train/train_day_0246.csv,310246,2018-11-10,weekend,autumn,2018-11-10|2018-11-11|2018-11-04|2018-11-17|2018-11-18|2018-10-28|2018-10-27,132,344
train_day_0247,train,train/train_day_0247.csv,310247,2019-01-13,weekend,winter,2019-01-13|2019-01-12|2019-01-20|2019-01-05|2019-01-26|2018-12-30|2019-01-27,117,344
train_day_0248,train,train/train_day_0248.csv,310248,2018-10-10,weekday,autumn,2018-10-10|2018-10-08|2018-10-12|2018-10-05|2018-10-04|2018-10-16|2018-10-03,112,344
train_day_0249,train,train/train_day_0249.csv,310249,2019-04-21,weekend,spring,2019-04-21|2019-04-20|2019-04-27|2019-04-28|2019-05-04|2019-04-07|2019-05-05,137,344
train_day_0250,train,train/train_day_0250.csv,310250,2019-03-17,weekend,spring,2019-03-17|2019-03-10|2019-03-24|2019-03-09|2019-03-03|2019-03-31|2019-03-02,120,344
train_day_0251,train,train/train_day_0251.csv,310251,2018-09-23,weekend,autumn,2018-09-23|2018-09-22|2018-09-29|2018-09-16|2018-10-06|2018-09-09|2018-10-07,90,344
train_day_0252,train,train/train_day_0252.csv,310252,2019-07-26,weekday,summer,2019-07-26|2019-07-29|2019-07-22|2019-07-30|2019-07-31|2019-08-01|2019-07-19,156,344
train_day_0253,train,train/train_day_0253.csv,310253,2019-08-15,weekday,summer,2019-08-15|2019-08-14|2019-08-16|2019-08-13|2019-08-12|2019-08-20|2019-08-09,143,344
train_day_0254,train,train/train_day_0254.csv,310254,2019-05-27,weekday,spring,2019-05-27|2019-05-28|2019-05-29|2019-05-30|2019-05-31|2019-05-22|2019-05-21,148,344
train_day_0255,train,train/train_day_0255.csv,310255,2018-12-12,weekday,winter,2018-12-12|2018-12-13|2018-12-10|2018-12-14|2018-12-07|2018-12-06|2018-12-18,158,344
train_day_0256,train,train/train_day_0256.csv,310256,2018-11-19,weekday,autumn,2018-11-19|2018-11-20|2018-11-22|2018-11-15|2018-11-23|2018-11-14|2018-11-12,132,344
train_day_0257,train,train/train_day_0257.csv,310257,2019-03-24,weekend,spring,2019-03-24|2019-03-17|2019-03-31|2019-04-06|2019-03-10|2019-04-07|2019-03-09,135,344
train_day_0258,train,train/train_day_0258.csv,310258,2019-07-10,weekday,summer,2019-07-10|2019-07-11|2019-07-08|2019-07-05|2019-07-15|2019-07-04|2019-07-16,148,344
train_day_0259,train,train/train_day_0259.csv,310259,2019-04-26,weekday,spring,2019-04-26|2019-04-25|2019-04-23|2019-04-29|2019-04-22|2019-04-30|2019-05-01,146,344
train_day_0260,train,train/train_day_0260.csv,310260,2018-12-09,weekend,winter,2018-12-09|2018-12-15|2018-12-16|2018-12-01|2018-12-22|2018-12-29|2018-12-30,110,344
train_day_0261,train,train/train_day_0261.csv,310261,2018-11-12,weekday,autumn,2018-11-12|2018-11-14|2018-11-15|2018-11-06|2018-11-05|2018-11-19|2018-11-20,128,344
train_day_0262,train,train/train_day_0262.csv,310262,2019-02-06,weekday,winter,2019-02-06|2019-02-07|2019-02-04|2019-02-11|2019-02-12|2019-02-13|2019-01-29,142,344
train_day_0263,train,train/train_day_0263.csv,310263,2019-04-08,weekday,spring,2019-04-08|2019-04-05|2019-04-11|2019-04-04|2019-04-02|2019-04-01|2019-04-15,128,344
train_day_0264,train,train/train_day_0264.csv,310264,2018-09-10,weekday,autumn,2018-09-10|2018-09-11|2018-09-12|2018-09-07|2018-09-13|2018-09-03|2018-09-18,109,344
train_day_0265,train,train/train_day_0265.csv,310265,2019-04-20,weekend,spring,2019-04-20|2019-04-21|2019-04-27|2019-04-28|2019-04-07|2019-04-06|2019-05-04,140,344
train_day_0266,train,train/train_day_0266.csv,310266,2019-05-28,weekday,spring,2019-05-28|2019-05-27|2019-05-29|2019-05-30|2019-05-31|2019-05-22|2019-05-21,148,344
train_day_0267,train,train/train_day_0267.csv,310267,2018-11-17,weekend,autumn,2018-11-17|2018-11-18|2018-11-11|2018-11-10|2018-11-24|2018-11-04|2018-10-28,141,344
train_day_0268,train,train/train_day_0268.csv,310268,2019-03-22,weekday,spring,2019-03-22|2019-03-20|2019-03-19|2019-03-25|2019-03-18|2019-03-27|2019-03-28,142,344
train_day_0269,train,train/train_day_0269.csv,310269,2019-08-26,weekday,summer,2019-08-26|2019-08-22|2019-08-21|2019-08-20|2019-08-16|2019-08-15|2019-08-14,153,344
train_day_0270,train,train/train_day_0270.csv,310270,2019-05-04,weekend,spring,2019-05-04|2019-05-05|2019-04-28|2019-04-27|2019-05-11|2019-05-12|2019-04-21,129,344
train_day_0271,train,train/train_day_0271.csv,310271,2018-09-29,weekend,autumn,2018-09-29|2018-09-23|2018-09-22|2018-10-06|2018-10-07|2018-09-16|2018-10-13,99,344
train_day_0272,train,train/train_day_0272.csv,310272,2019-05-22,weekday,spring,2019-05-22|2019-05-21|2019-05-17|2019-05-27|2019-05-16|2019-05-28|2019-05-29,161,344
train_day_0273,train,train/train_day_0273.csv,310273,2019-01-12,weekend,winter,2019-01-12|2019-01-13|2019-01-05|2019-01-20|2018-12-30|2018-12-29|2019-01-26,112,344
train_day_0274,train,train/train_day_0274.csv,310274,2018-12-18,weekday,winter,2018-12-18|2018-12-19|2018-12-20|2018-12-21|2018-12-14|2018-12-13|2018-12-12,148,344
train_day_0275,train,train/train_day_0275.csv,310275,2019-06-12,weekday,summer,2019-06-12|2019-06-11|2019-06-13|2019-06-10|2019-06-07|2019-06-06|2019-06-05,150,344
train_day_0276,train,train/train_day_0276.csv,310276,2019-08-02,weekday,summer,2019-08-02|2019-08-01|2019-07-31|2019-07-30|2019-08-05|2019-07-29|2019-08-06,174,344
train_day_0277,train,train/train_day_0277.csv,310277,2018-12-05,weekday,winter,2018-12-05|2018-12-04|2018-12-06|2018-12-07|2018-12-10|2018-12-12|2018-12-13,160,344
train_day_0278,train,train/train_day_0278.csv,310278,2019-08-14,weekday,summer,2019-08-14|2019-08-13|2019-08-15|2019-08-12|2019-08-16|2019-08-09|2019-08-20,143,344
train_day_0279,train,train/train_day_0279.csv,310279,2019-01-24,weekday,winter,2019-01-24|2019-01-25|2019-01-21|2019-01-28|2019-01-29|2019-01-17|2019-01-16,160,344
train_day_0280,train,train/train_day_0280.csv,310280,2018-12-24,weekday,winter,2018-12-24|2018-12-25|2018-12-21|2018-12-20|2018-12-28|2018-12-19|2018-12-18,122,344
train_day_0281,train,train/train_day_0281.csv,310281,2019-03-05,weekday,spring,2019-03-05|2019-03-04|2019-03-06|2019-03-08|2019-03-11|2019-03-12|2019-03-14,165,344
train_day_0282,train,train/train_day_0282.csv,310282,2019-02-07,weekday,winter,2019-02-07|2019-02-06|2019-02-04|2019-02-11|2019-02-12|2019-02-13|2019-02-15,143,344
train_day_0283,train,train/train_day_0283.csv,310283,2018-11-11,weekend,autumn,2018-11-11|2018-11-10|2018-11-17|2018-11-04|2018-11-18|2018-11-24|2018-10-28,141,344
train_day_0284,train,train/train_day_0284.csv,310284,2019-05-31,weekday,spring,2019-05-31|2019-05-30|2019-05-29|2019-05-28|2019-05-27|2019-05-22|2019-05-21,148,344
train_day_0285,train,train/train_day_0285.csv,310285,2018-12-20,weekday,winter,2018-12-20|2018-12-19|2018-12-21|2018-12-18|2018-12-24|2018-12-25|2018-12-14,119,344
train_day_0286,train,train/train_day_0286.csv,310286,2018-10-08,weekday,autumn,2018-10-08|2018-10-10|2018-10-05|2018-10-04|2018-10-12|2018-10-03|2018-10-02,115,344
train_day_0287,train,train/train_day_0287.csv,310287,2018-12-12,weekday,winter,2018-12-12|2018-12-13|2018-12-10|2018-12-14|2018-12-07|2018-12-06|2018-12-18,158,344
train_day_0288,train,train/train_day_0288.csv,310288,2018-11-28,weekday,autumn,2018-11-28|2018-11-27|2018-11-29|2018-11-26|2018-11-30|2018-11-23|2018-11-22,140,344
train_day_0289,train,train/train_day_0289.csv,310289,2019-04-19,weekday,spring,2019-04-19|2019-04-18|2019-04-22|2019-04-15|2019-04-23|2019-04-25|2019-04-26,145,344
train_day_0290,train,train/train_day_0290.csv,310290,2018-11-18,weekend,autumn,2018-11-18|2018-11-17|2018-11-24|2018-11-11|2018-11-10|2018-11-04|2018-10-28,141,344
train_day_0291,train,train/train_day_0291.csv,310291,2019-03-28,weekday,spring,2019-03-28|2019-03-27|2019-03-25|2019-04-01|2019-04-02|2019-03-22|2019-04-04,130,344
train_day_0292,train,train/train_day_0292.csv,310292,2019-02-04,weekday,winter,2019-02-04|2019-02-06|2019-02-07|2019-01-29|2019-01-28|2019-02-11|2019-02-12,142,344
train_day_0293,train,train/train_day_0293.csv,310293,2019-04-01,weekday,spring,2019-04-01|2019-04-02|2019-04-04|2019-03-28|2019-04-05|2019-03-27|2019-03-25,127,344
train_day_0294,train,train/train_day_0294.csv,310294,2018-10-10,weekday,autumn,2018-10-10|2018-10-08|2018-10-12|2018-10-05|2018-10-04|2018-10-16|2018-10-03,112,344
train_day_0295,train,train/train_day_0295.csv,310295,2018-09-25,weekday,autumn,2018-09-25|2018-09-24|2018-09-27|2018-09-28|2018-09-21|2018-09-20|2018-09-19,117,344
train_day_0296,train,train/train_day_0296.csv,310296,2019-01-13,weekend,winter,2019-01-13|2019-01-12|2019-01-20|2019-01-05|2019-01-26|2018-12-30|2019-01-27,117,344
train_day_0297,train,train/train_day_0297.csv,310297,2018-12-01,weekend,winter,2018-12-01|2018-12-09|2018-12-15|2018-12-16|2018-12-22|2018-12-29|2018-12-30,110,344
train_day_0298,train,train/train_day_0298.csv,310298,2019-07-07,weekend,summer,2019-07-07|2019-06-30|2019-07-14|2019-06-29|2019-07-20|2019-07-21|2019-06-22,134,344
train_day_0299,train,train/train_day_0299.csv,310299,2019-07-26,weekday,summer,2019-07-26|2019-07-29|2019-07-22|2019-07-30|2019-07-31|2019-08-01|2019-07-19,156,344
train_day_0300,train,train/train_day_0300.csv,310300,2019-05-01,weekday,spring,2019-05-01|2019-04-30|2019-04-29|2019-05-03|2019-04-26|2019-05-06|2019-04-25,149,344
train_day_0301,train,train/train_day_0301.csv,310301,2019-05-30,weekday,spring,2019-05-30|2019-05-29|2019-05-31|2019-05-28|2019-05-27|2019-05-22|2019-05-21,148,344
train_day_0302,train,train/train_day_0302.csv,310302,2019-05-16,weekday,spring,2019-05-16|2019-05-17|2019-05-13|2019-05-21|2019-05-22|2019-05-09|2019-05-08,165,344
train_day_0303,train,train/train_day_0303.csv,310303,2019-04-23,weekday,spring,2019-04-23|2019-04-22|2019-04-25|2019-04-26|2019-04-19|2019-04-18|2019-04-29,151,344
